feats,label,path,drum_type
"[0.0, 0.3596651, 0.041476488, 0.0, 0.3700912, 0.29682577, 0.17078464, 0.29075113, 0.015837159, 0.0, 0.07249752, 0.06404585, 0.3866943, 0.0, 0.31734043, 0.09782722, 0.15323557, 0.114943385, 0.0, 0.0, 0.19759348, 0.059687942, 0.06538529, 0.0, 0.104922764, 0.0, 0.0, 0.0, 0.15723461, 0.0, 0.0, 0.0, 0.1788275, 0.0, 0.0810616, 0.080789015, 0.18205468, 0.106074594, 0.0, 0.0, 0.10999333, 0.05840125, 0.0, 0.0, 0.22916007, 0.0, 0.05961982, 0.19387345, 0.0981849, 0.0, 0.087177694, 0.0718404, 0.0, 0.0, 0.031522304, 0.1021834, 0.26384136, 0.041697122, 0.045427244, 0.2508846, 0.1871621, 0.0, 0.023474999, 0.0]",0,./dk_data/tom_high/Kawai r-50-MaxV - RTOMHREV.wav,tom_high
"[0.0, 0.11078091, 0.0, 0.0, 0.48398975, 0.00760559, 0.042115103, 0.22128308, 0.06266157, 0.0, 0.048854735, 0.10704863, 0.13800874, 0.0, 0.15130216, 0.18369018, 0.13950206, 0.06598239, 0.0, 0.0, 0.5913182, 0.006755851, 0.03606131, 0.0, 0.068042785, 0.0, 0.0, 0.0, 0.113866925, 0.0, 0.0, 0.0, 0.09151903, 0.0, 0.13333267, 0.28485882, 0.30519104, 0.13895614, 0.0, 0.0, 0.0691371, 0.027815005, 0.0, 0.0, 0.17849717, 0.0, 0.028923936, 0.22592331, 0.09121537, 0.0, 0.16977623, 0.0, 0.0, 0.0, 0.4743436, 0.105014816, 0.30719188, 0.16533378, 0.058845345, 0.14698324, 0.039241984, 0.0, 0.054518297, 0.0]",0,./dk_data/tom_high/Alesis DM5-DM5Tom04_Hi.wav,tom_high
"[0.0, 0.18771459, 0.1191241, 0.0, 0.33422342, 0.09460668, 0.011697017, 0.4422485, 0.08386745, 0.0, 0.07667151, 0.042150985, 0.11364038, 0.0, 0.18631086, 0.33299083, 0.22334658, 0.1471686, 0.0, 0.0, 0.35853398, 0.013897598, 0.06256862, 0.0, 0.04499451, 0.0, 0.0, 0.0, 0.07199004, 0.0, 0.0, 0.0, 0.12110953, 0.0, 0.05034671, 0.15882522, 0.25488138, 0.17724854, 0.0, 0.0, 0.15818177, 0.0071653724, 0.0, 0.0, 0.18812321, 0.0, 0.048769914, 0.20216906, 0.0, 0.0, 0.28555065, 0.032806985, 0.0, 0.0, 0.47591656, 0.07450914, 0.3561517, 0.22701836, 0.13962683, 0.27906728, 0.078893185, 0.0, 0.07903843, 0.0]",0,./dk_data/tom_high/Sequential Tom-TOMTom_Hi.wav,tom_high
"[0.0, 0.1674485, 0.04685886, 0.0, 0.4422615, 0.069909416, 0.05323617, 0.16511986, 0.06423664, 0.0, 0.050585803, 0.120032266, 0.11351839, 0.0, 0.12941323, 0.10730776, 0.09829049, 0.06835203, 0.0, 0.0, 0.45360836, 0.0057143793, 0.018220551, 0.0, 0.06978761, 0.0, 0.0, 0.0, 0.11611497, 0.0, 0.0, 0.0, 0.12089477, 0.0, 0.10000734, 0.24663743, 0.34143046, 0.18553174, 0.0, 0.0, 0.100668475, 0.03622008, 0.0, 0.0, 0.09909516, 0.0, 0.028222684, 0.20625776, 0.092966855, 0.0, 0.13079478, 0.0023646466, 0.0, 0.0, 0.4366709, 0.095548525, 0.29057974, 0.15735868, 0.044538885, 0.102304995, 0.049008444, 0.0, 0.06085755, 0.0]",0,./dk_data/tom_high/Emu Drumulator-DrumulatorTom02.wav,tom_high
"[0.0, 0.16719824, 0.03415314, 0.0, 0.35778153, 0.112905234, 0.08348659, 0.055623516, 0.043477885, 0.0, 0.020836778, 0.048433065, 0.060068704, 0.0, 0.20192175, 0.1037866, 0.04553959, 0.13749552, 0.0, 0.0, 0.19326606, 0.007971991, 0.060045652, 0.0, 0.18947206, 0.0, 0.0, 0.0, 0.059409466, 0.0, 0.0, 0.0, 0.040464956, 0.0, 0.11861831, 0.011610664, 0.03497268, 0.050968587, 0.0, 0.0, 0.10808296, 0.06302558, 0.0, 0.0, 0.12476216, 0.0, 0.04748633, 0.0034244545, 0.07343767, 0.0, 0.0618532, 0.0814977, 0.0, 0.0, 0.026471093, 0.10300946, 0.07254581, 0.014176149, 0.03286078, 0.080761075, 0.13130994, 0.0, 0.050619274, 0.0]",0,./dk_data/tom_high/Roland Tr-606-TR606TomHi05.wav,tom_high
"[0.0, 0.26036716, 0.30499896, 0.0, 0.34490302, 0.5906184, 0.05385251, 0.6297286, 0.1932211, 0.0, 0.052743077, 0.071304, 0.1536781, 0.0, 0.84647137, 0.15212043, 0.47760344, 0.044036232, 0.0, 0.0, 0.33764678, 0.025606431, 0.12012813, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17673011, 0.0, 0.0, 0.0, 0.77147907, 0.0, 0.2241719, 0.25406373, 0.18896855, 0.05941414, 0.0, 0.0, 0.022577867, 0.11523148, 0.0, 0.0, 0.12859313, 0.0, 0.028697217, 0.096857935, 0.030567605, 0.0, 0.0, 0.16795342, 0.0, 0.0, 0.2333521, 0.024806958, 0.24014972, 0.25943553, 0.07635464, 0.40880966, 0.0, 0.0, 0.28216022, 0.0]",0,./dk_data/tom_high/Akai Mpc60-MaxV - Tom High.wav,tom_high
"[0.0, 0.2517853, 0.24189386, 0.0, 0.29351816, 0.21608001, 0.0, 0.24270022, 0.16675033, 0.0, 0.042546164, 0.4133723, 0.27236155, 0.0, 0.0, 0.2952198, 0.08122626, 0.09972429, 0.0, 0.0, 0.021959392, 0.0, 0.016737185, 0.0, 0.36885262, 0.0, 0.0, 0.0, 0.12075361, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17269081, 0.075929746, 0.0, 0.0, 0.06458145, 0.2779765, 0.0, 0.0, 0.1497465, 0.0, 0.0, 0.0, 0.23134696, 0.0, 0.049901247, 0.37565693, 0.0, 0.0, 0.5228077, 0.050017387, 0.03118303, 0.1380572, 0.07648347, 0.24675447, 0.24201158, 0.0, 0.18000731, 0.0]",0,./dk_data/tom_high/Coron Drum Synce DS-7-coron-ds7-tom7.wav,tom_high
"[0.0, 0.107435495, 0.03453148, 0.0, 0.2833101, 0.0, 0.025794882, 0.29995054, 0.06830977, 0.0, 0.07194796, 0.10252042, 0.08940421, 0.0, 0.11966999, 0.2132209, 0.17086348, 0.09171106, 0.0, 0.0, 0.39019248, 0.011944041, 0.06041262, 0.0, 0.06831445, 0.0, 0.0, 0.0, 0.034792423, 0.0, 0.0, 0.0, 0.14185578, 0.0, 0.109482855, 0.2284583, 0.24080019, 0.09141828, 0.0, 0.0, 0.14222005, 0.009072024, 0.0, 0.0, 0.19860929, 0.0, 0.07992951, 0.14243963, 0.04146149, 0.0, 0.346673, 0.0041086525, 0.0, 0.0, 0.4744994, 0.041246332, 0.25439724, 0.24816108, 0.07868543, 0.12854323, 0.0864988, 0.0, 0.108687714, 0.0]",0,./dk_data/tom_high/Roland Tr-909-TR-909Tom Hi 02.wav,tom_high
"[0.0, 0.23596132, 0.07563496, 0.0, 0.40178663, 0.034012333, 0.0, 0.33600444, 0.08191324, 0.0, 0.097107135, 0.072540104, 0.13360354, 0.0, 0.24651568, 0.22165927, 0.269094, 0.15151647, 0.0, 0.0, 0.339665, 0.0, 0.012832344, 0.0, 0.088697314, 0.0, 0.0, 0.0, 0.08971687, 0.0, 0.0, 0.0, 0.047219604, 0.0, 0.052255593, 0.14636602, 0.38816908, 0.18010728, 0.0, 0.0, 0.12715904, 0.0, 0.0, 0.0, 0.104187846, 0.0, 0.040097024, 0.26946774, 0.004192516, 0.0, 0.27895904, 0.0050201192, 0.0, 0.0, 0.60788864, 0.063836366, 0.40706673, 0.2533121, 0.096971095, 0.19838172, 0.081839606, 0.0, 0.07767764, 0.0]",0,./dk_data/tom_high/Sequential DrumTraks Tom-MaxV - Tom Hi.wav,tom_high
"[0.0, 0.16365439, 0.08376186, 0.0, 0.20658821, 0.044140458, 0.034413997, 0.21132527, 0.075589485, 0.0, 0.028338186, 0.04201006, 0.057540342, 0.0, 0.57379615, 0.10472142, 0.2576095, 0.08128291, 0.0, 0.0, 0.02910224, 0.036749516, 0.14192325, 0.0, 0.17703143, 0.0, 0.0, 0.0, 0.09766525, 0.0, 0.0, 0.0, 0.076439254, 0.0, 0.079363935, 0.0, 0.061146054, 0.09628255, 0.0, 0.0, 0.042356342, 0.0296919, 0.0, 0.0, 0.16780317, 0.0, 0.122618444, 0.06503118, 0.085998446, 0.0, 0.22613916, 0.12279429, 0.0, 0.0, 0.109031074, 0.0, 0.086351134, 0.13397045, 0.0, 0.051885508, 0.28880963, 0.0, 0.15702072, 0.0]",0,./dk_data/tom_high/Boss DR-202-202tom01.wav,tom_high
"[0.0, 0.3041937, 0.09047314, 0.0, 0.047354966, 0.069366485, 0.21832034, 0.3375076, 0.1410058, 0.0, 0.21269661, 0.0, 0.3776594, 0.0, 0.0, 0.0, 0.300555, 0.3285857, 0.0, 0.0, 0.0, 0.108217, 0.0, 0.0, 0.29462713, 0.0, 0.0, 0.0, 0.28915286, 0.0, 0.0, 0.0, 0.4964663, 0.0, 0.18941766, 0.0, 0.028260589, 0.5823917, 0.0, 0.0, 0.0, 0.33788642, 0.0, 0.0, 0.068273865, 0.0, 0.0, 0.15056849, 0.6545825, 0.0, 0.46551377, 0.0, 0.0, 0.0, 0.22867897, 0.18692613, 0.0, 0.11370104, 0.17546445, 0.2193366, 0.0, 0.0, 0.0, 0.0]",0,./dk_data/tom_high/Coron Drum Synce DS-7-coron-ds7-tom5.wav,tom_high
"[0.0, 0.5111684, 0.1307673, 0.0, 0.33020464, 0.15593988, 0.069352284, 0.09768051, 0.09219198, 0.0, 0.1001672, 0.0, 0.05247768, 0.0, 0.34269443, 0.04810793, 0.2158886, 0.21689913, 0.0, 0.0, 0.2658479, 0.0, 0.057548173, 0.0, 0.26696306, 0.0, 0.0, 0.0, 0.13725331, 0.0, 0.0, 0.0, 0.32135376, 0.0, 0.0, 0.023091685, 0.14138882, 0.15769055, 0.0, 0.0, 0.14694247, 0.07812178, 0.0, 0.0, 0.0072393194, 0.0, 0.0, 0.010056337, 0.05161033, 0.0, 0.009084262, 0.2323173, 0.0, 0.0, 0.11375253, 0.11433389, 0.4384215, 0.07980022, 0.117158204, 0.258698, 0.09925173, 0.0, 0.08913201, 0.0]",0,./dk_data/tom_high/Roland Tr-606-TR606TomHi_OD.wav,tom_high
"[0.0, 0.6328488, 0.12011482, 0.0, 0.3602666, 0.2591104, 0.051352866, 0.26663747, 0.029649459, 0.0, 0.11229791, 0.0, 0.06907806, 0.0, 0.6909728, 0.033616938, 0.34187883, 0.11854236, 0.0, 0.0, 0.20693558, 0.09924145, 0.06976795, 0.0, 0.19107588, 0.0, 0.0, 0.0, 0.19616386, 0.0, 0.0, 0.0, 0.486894, 0.0, 0.01790854, 0.104711495, 0.093338475, 0.14311014, 0.0, 0.0, 0.07063249, 0.09457222, 0.0, 0.0, 0.06119031, 0.0, 0.015907563, 0.114335135, 0.0, 0.0, 0.040035285, 0.28094026, 0.0, 0.0, 0.17096144, 0.04038618, 0.40397966, 0.15915242, 0.14566788, 0.21004894, 0.12741946, 0.0, 0.18342549, 0.0]",0,./dk_data/tom_high/Roland MC303-MaxV - Achitom2.wav,tom_high
"[0.0, 0.37583166, 0.15525061, 0.0, 0.46794084, 0.0726539, 0.11949973, 0.1547286, 0.04782579, 0.0, 0.08472312, 0.09994203, 0.09628843, 0.0, 0.26328722, 0.084059924, 0.060115676, 0.14772807, 0.0, 0.0, 0.4826419, 0.0038017817, 0.055128567, 0.0, 0.10701068, 0.0, 0.0, 0.0, 0.098707356, 0.0, 0.0, 0.0, 0.37426692, 0.0, 0.08393045, 0.20311113, 0.1079219, 0.14196792, 0.0, 0.0, 0.11037717, 0.032293558, 0.0, 0.0, 0.028994475, 0.0, 0.03312276, 0.11600503, 0.22980793, 0.0, 0.07170682, 0.058043074, 0.0, 0.0, 0.11032531, 0.09672619, 0.35449636, 0.12760948, 0.046207786, 0.21077894, 0.06802909, 0.0, 0.054290716, 0.0]",0,./dk_data/tom_high/Alesis Hr16-HR16Tom02.wav,tom_high
"[0.0, 0.1768805, 0.038901243, 0.0, 0.35258684, 0.10878599, 0.085666835, 0.052253805, 0.04940118, 0.0, 0.020526092, 0.0393515, 0.052376367, 0.0, 0.19729938, 0.10313418, 0.047557253, 0.13721016, 0.0, 0.0, 0.19841582, 0.0056266077, 0.063005924, 0.0, 0.19852042, 0.0, 0.0, 0.0, 0.06670748, 0.0, 0.0, 0.0, 0.047178492, 0.0, 0.10953673, 0.010183498, 0.046686504, 0.06780502, 0.0, 0.0, 0.109266974, 0.061053954, 0.0, 0.0, 0.112707525, 0.0, 0.048347518, 0.0042064376, 0.06655474, 0.0, 0.05432362, 0.083253905, 0.0, 0.0, 0.03301651, 0.10459858, 0.10286148, 0.012015514, 0.035839636, 0.08284748, 0.1224305, 0.0, 0.045450717, 0.0]",0,./dk_data/tom_high/Roland Tr-606-MaxV - Roland Tr-606 - Tom-Hi.wav,tom_high
"[0.0, 0.26716605, 0.10269396, 0.0, 0.4669801, 0.11710684, 0.09548095, 0.036446128, 0.05346332, 0.0, 0.042112216, 0.07002004, 0.08746509, 0.0, 0.19049674, 0.06809959, 0.078867346, 0.12630397, 0.0, 0.0, 0.34433433, 0.0058569275, 0.015532501, 0.0, 0.10130157, 0.0, 0.0, 0.0, 0.10516055, 0.0, 0.0, 0.0, 0.26719716, 0.0, 0.1204975, 0.12930454, 0.11337902, 0.12539406, 0.0, 0.0, 0.1225401, 0.104120076, 0.0, 0.0, 0.06467961, 0.0, 0.043330252, 0.10711326, 0.093651876, 0.0, 0.05421874, 0.09049867, 0.0, 0.0, 0.15183102, 0.122040644, 0.24365981, 0.111126766, 0.08436105, 0.15021443, 0.05024045, 0.0, 0.03691096, 0.0]",0,./dk_data/tom_high/Alesis DM5-DM5Tom02_Hi.wav,tom_high
"[0.0, 0.4274673, 0.2077156, 0.0, 0.21825048, 0.19339868, 0.062451668, 0.3766091, 0.09641734, 0.0, 0.04209654, 0.0, 0.08026865, 0.0, 0.6970176, 0.12339308, 0.28758436, 0.13897702, 0.0, 0.0, 0.17768529, 0.09494142, 0.105963506, 0.0, 0.16900918, 0.0, 0.0, 0.0, 0.24489091, 0.0, 0.0, 0.0, 0.44852316, 0.0, 0.0, 0.12931587, 0.1639153, 0.22756922, 0.0, 0.0, 0.03201147, 0.037532885, 0.0, 0.0, 0.009621799, 0.0, 0.13081113, 0.1904345, 0.0048002265, 0.0, 0.071612805, 0.2576565, 0.0, 0.0, 0.14393696, 0.154722, 0.45868677, 0.06250072, 0.16329369, 0.21448253, 0.1444249, 0.0, 0.16706428, 0.0]",0,./dk_data/tom_high/Akai XR10-XR10HiTom03.wav,tom_high
"[0.0, 0.16590378, 0.033084378, 0.0, 0.38935655, 0.116532326, 0.083162494, 0.018904928, 0.050818663, 0.0, 0.03174774, 0.06848427, 0.042464018, 0.0, 0.12064864, 0.10397803, 0.037850223, 0.12425104, 0.0, 0.0, 0.2275387, 0.0, 0.037869602, 0.0, 0.17568254, 0.0, 0.0, 0.0, 0.07526758, 0.0, 0.0, 0.0, 0.034885287, 0.0, 0.1320725, 0.026534114, 0.06606023, 0.08598971, 0.0, 0.0, 0.110886894, 0.076490596, 0.0, 0.0, 0.09901523, 0.0, 0.04064983, 0.005562462, 0.07670103, 0.0, 0.04311937, 0.06762653, 0.0, 0.0, 0.066493094, 0.12437041, 0.07283923, 0.0043763667, 0.04535429, 0.062912025, 0.116652966, 0.0, 0.031632382, 0.0]",0,./dk_data/tom_high/Alesis DM5-DM5Tom01_Hi.wav,tom_high
"[0.0, 0.15613598, 0.0047167838, 0.0, 0.42780936, 0.049499843, 0.04993486, 0.13839354, 0.079191625, 0.0, 0.041772764, 0.10271435, 0.22861183, 0.0, 0.28928337, 0.120659076, 0.1417402, 0.05102519, 0.0, 0.0, 0.3999946, 0.019648887, 0.059590723, 0.0, 0.093859226, 0.0, 0.0, 0.0, 0.15346543, 0.0, 0.0, 0.0, 0.11397649, 0.0, 0.10846852, 0.19882381, 0.26808065, 0.16783169, 0.0, 0.0, 0.03465724, 0.0695876, 0.0, 0.0, 0.14513856, 0.0, 0.06931336, 0.21524176, 0.07629506, 0.0, 0.101515464, 0.042817593, 0.0, 0.0, 0.2941357, 0.08266183, 0.2940491, 0.09482453, 0.067265, 0.12531686, 0.08630493, 0.0, 0.022535015, 0.0]",0,./dk_data/tom_high/AKAI XE-8-MaxV - XE8 Tom High int_12.wav,tom_high
"[0.0, 0.256464, 0.032261953, 0.0, 0.39524117, 0.09766765, 0.081147194, 0.13274433, 0.04567671, 0.0, 0.047649868, 0.08035676, 0.13285978, 0.0, 0.19201417, 0.10926511, 0.13255341, 0.118312836, 0.0, 0.0, 0.29837108, 0.0, 0.048246205, 0.0, 0.12490788, 0.0, 0.0, 0.0, 0.077156, 0.0, 0.0, 0.0, 0.07924141, 0.0, 0.0756488, 0.064596884, 0.19743437, 0.09353001, 0.0, 0.0, 0.11481146, 0.050096184, 0.0, 0.0, 0.114182636, 0.0, 0.019887585, 0.13685171, 0.0425892, 0.0, 0.100985266, 0.03806065, 0.0, 0.0, 0.24814543, 0.12785085, 0.27368417, 0.10417583, 0.06376716, 0.1290026, 0.121500224, 0.0, 0.025800068, 0.0]",0,./dk_data/tom_high/Fricke MFB 512-MaxV - Tom High.wav,tom_high
"[0.0, 0.8545226, 0.108596995, 0.0, 0.0, 0.4290146, 0.075304806, 0.6949351, 0.0, 0.0, 0.0, 0.050161608, 0.32610843, 0.0, 0.032755487, 0.0, 0.46800774, 0.50303996, 0.0, 0.0, 0.3214472, 0.04001207, 0.4106852, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6259631, 0.0, 0.0, 0.0, 0.23793086, 0.0, 0.19433188, 0.09969466, 0.19507742, 0.22406274, 0.0, 0.0, 0.24927117, 0.31672558, 0.0, 0.0, 0.36537412, 0.0, 0.44484684, 0.13146453, 0.12073831, 0.0, 0.0, 0.16489255, 0.0, 0.0, 0.1316815, 0.0, 0.47655308, 0.1517767, 0.09217328, 0.51662564, 0.0, 0.0, 0.18441343, 0.0]",0,./dk_data/tom_high/Kawai r-50-MaxV - ATOMSDGA.wav,tom_high
