feats,label,path,drum_type
"[0.48181826, 0.46853358, 1.2239094, 1.0479583, 0.70539916, 0.36111593, 0.2596275, 1.2417405]",0,./dk_data/tom_high/Alesis DM5-DM5Tom02_Hi.wav,tom_high
"[0.5123584, 0.52545214, 1.7480543, 1.1025835, 0.60299397, 0.6242162, 0.35518584, 1.6624869]",0,./dk_data/tom_high/Akai XR10-XR10HiTom03.wav,tom_high
"[0.51722926, 0.65348274, 1.1353707, 0.8708215, 0.61081123, 0.3159622, 0.29513288, 0.9125583]",0,./dk_data/tom_high/Alesis DM5-DM5Tom01_Hi.wav,tom_high
"[0.39686686, 0.5042822, 1.1663713, 1.1165866, 0.5839265, 0.45937213, 0.09682907, 1.2246414]",0,./dk_data/tom_high/AKAI XE-8-MaxV - XE8 Tom High int_12.wav,tom_high
"[0.43586093, 0.48922998, 1.2109758, 0.916698, 0.5996715, 0.3593614, 0.19101658, 1.0580274]",0,./dk_data/tom_high/Fricke MFB 512-MaxV - Tom High.wav,tom_high
"[0.1700289, 0.76909554, 2.0931468, 1.2221726, 1.1764823, 1.2180502, 0.8616812, 1.0828028]",0,./dk_data/tom_high/Kawai r-50-MaxV - ATOMSDGA.wav,tom_high
"[0.13557813, 0.4858629, 0.79927623, 1.0720291, 0.35378796, 0.50330776, 0.24852702, 1.0412765]",0,./dk_data/tom_low/Visco Space drums-MaxV - Tom Lo.wav,tom_low
"[0.18873712, 0.5415063, 0.98007596, 0.96985674, 0.41952157, 0.40373668, 0.24936646, 1.0259559]",0,./dk_data/tom_low/Yamaha RX-11-MaxV - RX11 TOM3.wav,tom_low
"[0.28544772, 0.60393214, 1.0274439, 1.0679799, 0.44275588, 0.4295767, 0.17202792, 1.0143839]",0,./dk_data/tom_low/Korg DDM110-Ddm110Tom_Lo.wav,tom_low
"[0.6068095, 0.40056482, 1.5757113, 1.0162929, 0.75676763, 0.46747324, 0.24918458, 1.5833676]",0,./dk_data/tom_low/Linn Drum LM1-tom6.wav,tom_low
"[0.27898154, 0.43892226, 0.9186279, 1.2511946, 0.443544, 0.5456378, 0.11054698, 1.3670938]",0,./dk_data/tom_low/Alesis DM5-DM5Tom10_Lo.wav,tom_low
"[0.3494915, 0.4909665, 1.2767887, 1.0738605, 0.5931823, 0.44802856, 0.15649664, 1.104286]",0,./dk_data/tom_low/Akai Mpc60-MaxV - Tom Low 2.wav,tom_low
"[0.54676044, 0.42640302, 1.614691, 1.0122362, 0.80546916, 0.4740983, 0.27199656, 1.337734]",0,./dk_data/tom_low/Linn Drum LM1-tom1.wav,tom_low
"[0.41183245, 0.6571044, 1.1903529, 1.2021774, 0.6437224, 0.50269645, 0.23563702, 1.1871414]",0,./dk_data/tom_low/Roland R-8-R8Tom35.wav,tom_low
"[0.45985883, 0.41340938, 1.2147217, 1.5900276, 0.7908392, 0.74992335, 0.092215165, 1.904905]",0,./dk_data/tom_low/Alesis DM5-DM5Tom12_Lo.wav,tom_low
"[0.22956282, 0.24866849, 1.3248999, 0.5955925, 0.59735185, 0.39201322, 0.20285442, 0.59518707]",0,./dk_data/tom_low/Roland SH-09-MaxV - stompbass4.wav,tom_low
"[0.19734883, 0.51387095, 1.1240219, 1.051037, 0.5157987, 0.44952315, 0.06267282, 0.8550321]",0,./dk_data/tom_low/Roland R-8-R8Tom27.wav,tom_low
"[0.359307, 0.36993352, 0.7691629, 0.91042364, 0.29093552, 0.47575969, 0.335059, 1.0694704]",0,./dk_data/tom_low/Fairlight IIx-MaxV - DeepTom.wav,tom_low
"[0.50115347, 0.63881195, 1.1469228, 0.888077, 0.6014067, 0.32007486, 0.2847929, 0.9346146]",0,./dk_data/tom_low/Roland Tr-606-TR606TomLo02.wav,tom_low
"[0.50885904, 0.47409025, 1.660115, 1.6814259, 0.6506356, 0.6861414, 0.18456838, 2.0516617]",0,./dk_data/tom_low/Akai XR10-XR10LoTom03.wav,tom_low
"[0.49384448, 0.53709334, 1.6281266, 1.4792473, 0.7346225, 0.6825701, 0.21603933, 1.9111332]",0,./dk_data/tom_low/Roland JD-990-MaxV - RIM-TOM4.wav,tom_low
"[0.45025527, 0.40515414, 1.3593926, 0.8336116, 0.65499437, 0.40434635, 0.1677307, 1.0181248]",0,./dk_data/tom_low/Suzuki RPM-40-MaxV - Tom.wav,tom_low
"[0.4842781, 0.39970905, 1.3394611, 0.79609, 0.7010498, 0.46379787, 0.3794634, 1.1559683]",0,./dk_data/tom_low/Linn Drum LM2-Linn lo tom.wav,tom_low
"[0.36268017, 0.40228298, 1.3098335, 1.7200495, 0.71905935, 0.8360475, 0.079313576, 2.112268]",0,./dk_data/tom_low/Korg MS-20-MaxV - TomLo.wav,tom_low
"[0.07437199, 0.5587663, 0.84014535, 0.91741586, 0.4181902, 0.4832034, 0.2950807, 0.9025154]",0,./dk_data/tom_low/Alesis DM5-DM5Tom01_Lo.wav,tom_low
"[0.5414979, 0.50778204, 1.3563378, 1.0656015, 0.6964524, 0.48596758, 0.26094207, 1.257051]",0,./dk_data/tom_low/Kurzweil K2000 ROM-MaxV - lotom.wav,tom_low
"[0.658291, 0.54707336, 1.3201332, 1.2923563, 0.81877196, 0.51153564, 0.18722013, 1.8089863]",0,./dk_data/tom_low/Alesis DM5-DM5Tom20_Lo.wav,tom_low
"[0.3548046, 0.6317161, 1.1762037, 0.9918333, 0.55755246, 0.33943883, 0.1845268, 1.0060143]",0,./dk_data/tom_low/Virtual MPC Electronics-MaxV - Tom.wav,tom_low
"[0.47532004, 0.55195504, 1.173832, 1.4061422, 0.65990996, 0.5284464, 0.0, 1.7765129]",0,./dk_data/tom_low/Alesis DM5-DM5Tom18_Lo.wav,tom_low
"[0.14750531, 0.5015359, 0.85869986, 1.006268, 0.3727511, 0.4731503, 0.25553334, 1.0274503]",0,./dk_data/tom_low/Alesis DM5-DM5Tom05_Lo.wav,tom_low
"[0.10765307, 0.60198915, 0.88433003, 0.9452753, 0.42046994, 0.50506467, 0.29168588, 0.95152295]",0,./dk_data/tom_low/Roland R-5-R-5 Room Ambient Tom 1.wav,tom_low
"[0.5040829, 0.1527277, 0.80953145, 1.4964818, 0.32098576, 0.6744456, 0.7689891, 1.7608551]",0,./dk_data/tom_low/DPM-48-TOM3.wav,tom_low
"[0.36199382, 0.5727626, 1.2397742, 1.1756599, 0.5494568, 0.42467678, 0.13621393, 1.1620195]",0,./dk_data/tom_low/Kawai r-50-MaxV - ETOMLR50.wav,tom_low
"[0.38963175, 0.53832364, 1.2071667, 1.0234894, 0.5864898, 0.35994872, 0.20691429, 1.1211119]",0,./dk_data/tom_low/Akai XR10-XR10LoTom04.wav,tom_low
"[0.5846408, 0.33467704, 1.4199023, 1.2073438, 0.6867553, 0.4196187, 0.2845738, 1.5108229]",0,./dk_data/tom_low/Roland Tr-606-TR606TomLo_OD.wav,tom_low
"[0.11923051, 0.5657756, 0.9125382, 0.91334593, 0.44226992, 0.44886726, 0.27932805, 0.90418065]",0,./dk_data/tom_low/Yamaha MR10-MR10Tom_Lo.wav,tom_low
"[0.40005904, 0.26547164, 1.1144661, 1.091379, 0.7012103, 0.84250796, 0.17761716, 1.9665644]",0,./dk_data/tom_low/Roland R-8-R8Tom16.wav,tom_low
"[0.43571475, 0.578848, 1.1768548, 1.2030509, 0.52832687, 0.35660505, 0.16563307, 1.1427908]",0,./dk_data/tom_low/Kawai XD5-XD5TomLo.wav,tom_low
"[0.41565454, 0.44735038, 1.5134957, 1.3736926, 0.5690257, 0.38008463, 0.17046887, 1.6618516]",0,./dk_data/tom_low/Simmons SDS5-SDSTomE2.wav,tom_low
"[0.24388582, 0.40457797, 0.93142575, 1.263143, 0.3351581, 0.4857043, 0.16276468, 1.3133892]",0,./dk_data/tom_low/Boss DR-202-202tom06.wav,tom_low
"[0.18755938, 0.5342003, 0.9834218, 0.990675, 0.41742778, 0.39685857, 0.24514082, 1.0635688]",0,./dk_data/tom_low/Yamaha RX21-RX21Tom_Lo.wav,tom_low
"[0.11489907, 0.5357755, 0.8410995, 0.9759629, 0.39030045, 0.5144125, 0.27915737, 0.9382254]",0,./dk_data/tom_low/Roland R-8-R8Tom19.wav,tom_low
"[0.61413836, 0.4168438, 1.5492725, 1.0902112, 0.7772747, 0.5343752, 0.22672857, 1.7013985]",0,./dk_data/tom_low/Emu Drumulator-DrumulatorETomLo.wav,tom_low
"[0.35035926, 0.44539982, 1.4047396, 1.0051211, 0.3319028, 0.8293195, 0.4700106, 1.4025829]",0,./dk_data/snare/Emu Sp12-big esnare.wav,snare
"[0.48355865, 0.63988125, 1.1512496, 0.8672137, 0.58222705, 0.33614445, 0.24235009, 0.858586]",0,./dk_data/snare/Roland Tr-909-TR-909Snare 17.wav,snare
"[0.47792935, 0.50423765, 1.4627575, 0.9331863, 0.7399883, 0.4371251, 0.27052048, 0.916443]",0,./dk_data/snare/Alesis DM5-DM5Snare095.wav,snare
"[0.4966887, 0.6565867, 1.2710009, 0.9798877, 0.6784892, 0.41428554, 0.29903784, 1.0496678]",0,./dk_data/snare/KORG DDD-1-MaxV - DDD1 snare2.wav,snare
"[0.2873143, 0.5745861, 0.8758097, 0.60970193, 0.45976827, 0.53220767, 0.39137518, 0.6084516]",0,./dk_data/snare/Roland Tr-808-TR-808Snare11.wav,snare
"[0.38994762, 0.5568211, 0.8593768, 0.6557723, 0.5162857, 0.42535722, 0.3610024, 0.63968503]",0,./dk_data/snare/Roland Tr-909-TR-909Snare 26.wav,snare
"[0.42565528, 0.5486606, 1.1970974, 0.9387193, 0.5704783, 0.35893038, 0.21646774, 1.0236166]",0,./dk_data/snare/Alesis Hr16-HR16Snare01.wav,snare
"[0.36697423, 0.6743767, 1.5440769, 0.95973206, 0.81159914, 0.37278512, 0.1647214, 0.5524763]",0,./dk_data/snare/Alesis DM5-DM5Snare066.wav,snare
"[0.3154983, 1.0012778, 1.7481356, 1.0394049, 0.5280726, 0.5124893, 0.28966296, 1.3284378]",0,./dk_data/snare/Roland TR-55-MaxV - Snare.wav,snare
"[0.45330656, 0.630797, 1.1601821, 0.89775604, 0.5687134, 0.3410804, 0.23940402, 0.9260557]",0,./dk_data/snare/Roland JV 1080-MaxV - Snare1.wav,snare
"[0.4548431, 0.71964175, 1.412495, 1.0295943, 0.64094627, 0.46073103, 0.33617955, 0.7952217]",0,./dk_data/snare/Alesis Hr16-HR16Snare06.wav,snare
"[0.33273065, 0.6914391, 1.5583405, 0.9604962, 0.6667891, 0.38986206, 0.28545672, 0.74344164]",0,./dk_data/snare/Alesis DM5-DM5Snare016.wav,snare
"[0.31476226, 0.74762005, 2.0455627, 0.97295105, 0.5517114, 0.435304, 0.47564954, 0.741737]",0,./dk_data/snare/Akai XR10-XR10Snare01.wav,snare
"[0.2594649, 0.6157242, 2.0861986, 1.4813497, 0.44976038, 1.0984771, 0.40187806, 0.9564294]",0,./dk_data/snare/MultiMoog-MaxV - Tiny Punch Snare.AIFF,snare
"[0.44362444, 0.66327375, 1.2193568, 0.9115876, 0.57682174, 0.3432439, 0.282483, 0.94733393]",0,./dk_data/snare/mercure_drums-gd-snr3.wav,snare
"[0.57028484, 0.7004585, 1.1634519, 0.8746823, 0.5886719, 0.319508, 0.29889593, 0.85321414]",0,./dk_data/snare/Alesis DM5-DM5Snare082.wav,snare
"[0.37945795, 0.659111, 1.2766877, 0.7522626, 0.8344958, 0.48168474, 0.254439, 0.9120973]",0,./dk_data/snare/mercure_drums-p-snr1.wav,snare
"[0.5100435, 0.58682024, 1.1433868, 0.95370364, 0.6685631, 0.35953733, 0.3024733, 1.0136209]",0,./dk_data/snare/Alesis DM5-DM5Snare055.wav,snare
"[0.52794135, 0.51023865, 1.3427175, 0.99644923, 0.8171319, 0.5325676, 0.22528622, 1.1993006]",0,./dk_data/snare/Alesis DM5-DM5Snare084.wav,snare
"[0.3833734, 0.8390337, 1.6021664, 0.9397538, 0.7909759, 0.39981195, 0.25805074, 0.6349172]",0,./dk_data/snare/Boss DR-202-202snr27.wav,snare
"[0.47803068, 0.61956125, 1.2821463, 0.77225477, 0.711349, 0.45096856, 0.18245593, 0.88610727]",0,./dk_data/snare/Roland MC09-MC09 Snare10.wav,snare
"[0.36217245, 0.81054115, 1.5885565, 0.9253223, 0.6111741, 0.6133654, 0.39538616, 0.8165171]",0,./dk_data/snare/Boss DR-660-DR-660Snare52.wav,snare
"[0.33248496, 0.54321206, 1.2650044, 1.0494651, 0.56495064, 0.34147316, 0.16099802, 1.1578684]",0,./dk_data/snare/Roland R-8-R8Snare06.wav,snare
"[0.5607228, 0.6874303, 1.2308651, 0.8983961, 0.63239026, 0.36346105, 0.27331814, 0.80921125]",0,./dk_data/snare/Alesis DM5-DM5Snare049.wav,snare
"[0.14330082, 0.5882472, 1.2440312, 1.0958791, 0.42516196, 0.5822258, 0.23220757, 0.9814911]",0,./dk_data/snare/MultiMoog-MaxV - FilterSnare.wav,snare
"[0.5133649, 0.64079285, 1.193136, 0.88130516, 0.6168064, 0.35249296, 0.2912448, 0.861495]",0,./dk_data/snare/Alesis DM5-DM5Snare101.wav,snare
"[0.39009202, 0.7496942, 1.5537827, 0.86088425, 0.4673864, 0.44944128, 0.3662501, 0.8647607]",0,./dk_data/snare/Roland Tr-808-TR-808Snare04.wav,snare
"[0.37733147, 0.3675685, 1.227009, 1.2079388, 0.43621722, 0.50369924, 0.13948663, 1.3632329]",0,./dk_data/snare/Lel UDS-MaxV - Snare 1.wav,snare
"[0.48362797, 0.6258414, 1.1024654, 0.79083025, 0.5964595, 0.37936345, 0.2939373, 0.7345562]",0,./dk_data/snare/Alesis DM5-DM5Snare069.wav,snare
"[0.4808964, 0.5307851, 1.1430824, 0.9188832, 0.7293097, 0.28526634, 0.2693962, 1.040765]",0,./dk_data/snare/Alesis DM5-DM5Snare109.wav,snare
"[0.44855154, 0.6816111, 1.204889, 0.89958423, 0.55850136, 0.35596812, 0.27801505, 0.87448245]",0,./dk_data/snare/Roland R-8-R8Snare45.wav,snare
"[0.31689057, 0.6383471, 1.6520972, 0.9305825, 0.7779243, 0.5041339, 0.20807472, 0.5138066]",0,./dk_data/snare/AKAI XE-8-MaxV - XE8 Snare 3 int_10.wav,snare
"[0.5025885, 0.7006273, 2.7336698, 1.9519452, 0.6289069, 0.9481831, 0.6466304, 0.76872563]",0,./dk_data/snare/Boss DR-660-DR-660Snare47.wav,snare
"[0.44515902, 0.5781316, 1.3238249, 0.8642091, 0.6172683, 0.42535123, 0.24240468, 0.7819724]",0,./dk_data/snare/Roland R-8-R8Snare36.wav,snare
"[0.4844506, 0.73630893, 1.3112037, 0.8683531, 0.58324903, 0.34437892, 0.38294068, 0.8848948]",0,./dk_data/snare/Roland R-8-R8Snare17.wav,snare
"[0.53654516, 1.0473528, 1.9543185, 1.9617758, 2.575005, 1.9773078, 1.1872209, 1.3030047]",0,./dk_data/snare/MultiMoog-MaxV - Vilonter Snare.AIFF,snare
"[0.46635467, 0.4295054, 1.4274287, 1.0265903, 0.639188, 0.35932165, 0.22675852, 1.3451185]",0,./dk_data/snare/Kawai R50e-R50eSnare02.wav,snare
"[0.4301035, 0.88382304, 1.9207373, 0.9676634, 0.4073997, 0.48769277, 0.59957236, 1.1502819]",0,./dk_data/snare/Yamaha RY30-RY30Snare02.wav,snare
"[0.41051686, 0.5437267, 0.93456626, 0.7420645, 0.5341004, 0.45478427, 0.34566826, 0.5576656]",0,./dk_data/snare/Boss DR-202-202snr48.wav,snare
"[0.15445223, 0.6181092, 0.9763479, 0.9537375, 0.4440456, 0.4836525, 0.22462587, 0.84735864]",0,./dk_data/snare/Luxor Passet-MaxV - Snare 2.wav,snare
"[0.24166799, 0.4613071, 1.083689, 1.167252, 0.5774437, 0.5657121, 0.21087836, 1.1869018]",0,./dk_data/snare/Yamaha RX-5-MaxV - RX5FMSNR.wav,snare
"[0.27505773, 1.0751368, 2.2171865, 1.0045093, 0.26876897, 0.74776524, 0.66399634, 1.204934]",0,./dk_data/snare/KorgMP7-Snare2.wav,snare
"[0.42750755, 0.64549625, 1.5533912, 0.93721914, 0.7205593, 0.5244076, 0.4300162, 1.0664338]",0,./dk_data/snare/Roland R-8-R8Snare14.wav,snare
"[0.50835645, 0.11419919, 0.65236497, 0.34564388, 1.029344, 0.46001387, 0.0, 1.1486416]",0,./dk_data/snare/mercure_drums-gd-snr6.wav,snare
"[0.29184386, 0.6302037, 1.2052042, 1.0100936, 0.53005886, 0.37574217, 0.14441878, 0.99304247]",0,./dk_data/snare/Roland SC-88-MaxV - D2 Standard1 Snare1.wav,snare
"[0.19824605, 0.7571007, 1.5302441, 1.2287365, 0.7221327, 0.7351167, 0.3579133, 0.42138934]",0,./dk_data/snare/Boss DR-660-DR-660Snare06.wav,snare
"[0.081666574, 1.1163242, 1.9252594, 1.2338849, 1.1521195, 0.8544738, 0.44543964, 0.3604952]",0,./dk_data/snare/Boss DR-660-DR-660Snare07.wav,snare
"[0.4197762, 0.7943859, 1.65187, 1.0466183, 0.7788973, 0.54092216, 0.22848818, 0.7981726]",0,./dk_data/snare/Yamaha RY30-RY30Snare08.wav,snare
"[0.2572122, 0.77927357, 2.2565773, 1.0893227, 1.0155656, 0.8924478, 0.59816176, 0.7971565]",0,./dk_data/snare/Boss DR-660-DR-660Snare60.wav,snare
"[0.42284018, 0.6460017, 1.1896884, 0.9483328, 0.58032906, 0.34294486, 0.23844409, 0.99139446]",0,./dk_data/snare/Boss DR-660-DR-660Snare28.wav,snare
"[0.5159423, 0.6823951, 1.2295294, 0.9336407, 0.648479, 0.33896315, 0.3353823, 0.83638155]",0,./dk_data/snare/Alesis DM5-DM5Snare087.wav,snare
"[0.42991418, 0.87531894, 2.031436, 1.1946669, 0.21245727, 0.6169224, 0.74922764, 0.73963]",0,./dk_data/snare/Boss DR-202-202snr46.wav,snare
"[0.46644813, 0.53954226, 1.5440199, 1.13718, 0.707304, 0.68399453, 0.31965643, 1.0484066]",0,./dk_data/snare/Alesis D4fx-MaxV - Snare 8.wav,snare
"[0.4707818, 0.6282776, 1.2958448, 0.8001108, 0.662912, 0.39883733, 0.20388788, 0.8876014]",0,./dk_data/snare/Roland Tr-909-TR-909Snare 05.wav,snare
"[0.29434437, 0.4766613, 1.2432544, 1.2241629, 0.6491709, 0.51918066, 0.18638718, 1.7355616]",0,./dk_data/snare/Alesis Hr16-HR16Snare04.wav,snare
"[0.4808151, 0.3735773, 1.7500715, 1.0888314, 0.89969563, 0.6058161, 0.29184964, 0.9541044]",0,./dk_data/snare/Yamaha RY30-RY30Snare11.wav,snare
"[0.5558176, 0.55118954, 1.851285, 1.5638081, 0.34105638, 0.84827787, 0.41767326, 0.7876753]",0,./dk_data/snare/Roland MC09-MC09 Snare02.wav,snare
"[0.20082068, 0.9947642, 1.6523545, 1.0970093, 0.52230877, 0.79275364, 0.3290115, 1.2919548]",0,./dk_data/snare/Boss DR-660-DR-660Snare77.wav,snare
"[0.29481837, 0.8019126, 1.2736504, 0.618327, 0.4981303, 0.56418836, 0.3495278, 0.6425617]",0,./dk_data/snare/Boss DR-660-DR-660Snare66.wav,snare
"[0.5031508, 0.67171836, 1.2370267, 0.96791923, 0.6621064, 0.39534855, 0.37148798, 0.89807785]",0,./dk_data/snare/Alesis Hr16b-MaxV - Snare 3.wav,snare
"[0.26506072, 0.55674374, 0.9170232, 0.63476247, 0.4632166, 0.5704258, 0.4089148, 0.60036075]",0,./dk_data/snare/Boss DR-660-DR-660Snare21.wav,snare
"[0.37525153, 0.688303, 1.1794018, 0.9668468, 0.5229915, 0.3590807, 0.18509224, 0.9181707]",0,./dk_data/snare/Roland Tr-909-TR-909Snare 07.wav,snare
"[0.24436463, 0.6643298, 1.9333396, 1.1194651, 0.9762106, 0.7293905, 0.40018848, 1.0521042]",0,./dk_data/snare/Kawai R50e-R50eSnare04.wav,snare
"[0.50104225, 0.63611484, 1.1629887, 0.85603106, 0.6187803, 0.33308977, 0.26879668, 0.86167264]",0,./dk_data/snare/Roland Tr-909-TR-909Snare 16.wav,snare
"[0.6923573, 1.6733314, 1.5481043, 1.1255414, 0.36605686, 0.57964873, 0.6459543, 1.4270997]",0,./dk_data/snare/Wurlitzer Swinging Rhythm-MaxV - Snare2.wav,snare
"[0.35645545, 0.8223519, 1.45053, 0.9217545, 0.5526395, 0.3135886, 0.25341117, 0.27834257]",0,./dk_data/snare/Alesis DM5-DM5Snare050.wav,snare
"[0.40822935, 0.57953966, 0.9018148, 0.6413239, 0.5120763, 0.4627053, 0.37168446, 0.67708504]",0,./dk_data/snare/Boss DR-660-DR-660Snare58.wav,snare
"[0.34839994, 0.81356484, 1.4341656, 0.9646845, 0.60358596, 0.44184044, 0.3483593, 0.8365481]",0,./dk_data/snare/Alesis Sr16-SR16Snare09.wav,snare
"[0.40044373, 0.9884056, 1.6138566, 0.82266486, 0.640028, 0.4493664, 0.37105876, 1.1727145]",0,./dk_data/snare/Hammond Rhythm-MaxV - Snare2.wav,snare
"[0.14892936, 0.6018503, 1.046704, 1.0443164, 0.47163898, 0.48080873, 0.2516161, 0.9299545]",0,./dk_data/snare/Alesis DM5-DM5Snare073.wav,snare
"[0.5112141, 0.7032703, 1.2075857, 0.91128075, 0.62886655, 0.3330472, 0.3186541, 0.8962959]",0,./dk_data/snare/Boss DR-660-DR-660Snare32.wav,snare
"[0.5064385, 0.5951917, 1.2816072, 0.86357594, 0.63965786, 0.37732697, 0.3070034, 0.9347732]",0,./dk_data/snare/Roland R-8-R8Snare08.wav,snare
"[0.4520541, 0.4339788, 1.4382464, 0.887587, 0.7046013, 0.4801119, 0.22108638, 1.0389676]",0,./dk_data/snare/mercure_drums-tt-snr1.wav,snare
"[0.55377537, 0.6764578, 1.1735212, 0.87190413, 0.6056473, 0.32555953, 0.30367792, 0.8675374]",0,./dk_data/snare/Alesis DM5-DM5Snare059.wav,snare
"[0.5075662, 0.66426367, 1.1462419, 0.880819, 0.5933738, 0.32330424, 0.2779793, 0.879982]",0,./dk_data/snare/Oberheim Dmx-DMXSnare02.wav,snare
"[0.3436715, 0.76133597, 1.4740293, 1.1122364, 0.50265354, 0.3287782, 0.14356849, 1.4357994]",0,./dk_data/snare/Simmons SDS5-SDSnare06.wav,snare
"[0.4933565, 0.6592856, 1.1811872, 0.8854281, 0.59843105, 0.33412653, 0.2987277, 0.9312395]",0,./dk_data/snare/Yamaha PS-55-Acoustic Snare.wav,snare
"[0.4849298, 0.71718776, 1.2359877, 0.8218597, 0.6008829, 0.28033912, 0.3220388, 0.903432]",0,./dk_data/snare/Vermona Drum-MaxV - Snare.wav,snare
"[0.35975873, 0.70183337, 2.1911361, 1.3873026, 0.25624102, 0.7812557, 0.42149258, 0.7847332]",0,./dk_data/snare/Boss DR-660-DR-660Snare48.wav,snare
